tf-idf,word
3.498699971920336,2007	224	84	agent	anomaly	business	collectively	colluding	config	connecting	contributed	discovering	epoch	exposure	fying	gathered	genus	green	hosted	inclusion	justify	landscape	looked	markov	matched	medical	mining	opening	pairwise	pdf	plausible	playing	plied	prepared	prevalent	querying	rec	sition	sive	sures	undermine	vided	vms	week	workflow
3.4186572642467996,2010	88	am	behaviour	browsing	child	compensate	consumer	coordinate	corporate	covering	displaying	documented	duplicate	ea	eavesdropping	facebook	gather	institute	ming	occurring	operational	opti	ourselves	payment	pe	preprocessing	print	recording	resolved	router	tagged	temporal	tication	uation	uncover	visited	vulner	wall	worked
3.3445492920930779,"10,000	architec	belief	cent	connectivity	daemon	deduce	denial	dictionary	dns	enhancement	fea	firmware	inference	install	intent	intersection	ior	laboratory	money	ot	pad	participate	preferred	quest	relate	repeating	sm	studying	tracked	truth	wrote"
3.2755564206061263,10000	2006	74	authorization	bypassing	centralized	click	coun	crypted	dataset	ecdsa	exchanging	flash	gy	home	indexed	licious	movement	n1	origin	outgoing	player	registration	shortly	snapshot	team	topology	training	undesirable	url	volume
3.2110178994685552,"000	1,000	2009	220	92	av	bias	client-side	cluster	daily	dec	diversity	expand	freely	late	login	mate	monitored	nique	official	peak	placing	rarely	refinement	registered	relay	reporting	route	routing	scanning	suspicious	utilizing"
3.1503932776521202,3.6	73	belonging	bitcoin	cell	chrome	electronic	fingerprinting	firefox	fragment	instrument	lab	longest	ongoing	pop	prefix	proceeding	proxy	removal	resulted	retrieval	seven	smartphones	spite	submitted	subtle	tension	token	treated
3.0932348638121718,2.0	2008	app	attacked	authen	behav	characterize	collecting	conservative	dangerous	directed	download	ending	enterprise	exploration	fake	industry	large-scale	listing	live	lookup	median	mixing	originating	quantify	repre	ssl	stateful	third-party	utilized	utilizes	video	width
3.0391676425418961,abuse	af	aggregate	auto	brute-force	color	directory	distribute	driven	end-to-end	examined	feed	idle	lo	log2	mimic	mitigating	month	peer	probing	reply	restricting	saw	semantic	serving	sev	smartphone	synchronization	tiple	ular	uni	unmodified	visit
2.9878743481543455,160	allocation	analyzes	apps	broader	chal	cious	controller	coverage	cross	empirical	empirically	european	experimentally	filtering	handshake	hit	ignored	market	mit	n2	non-zero	outperforms	picked	pool	precision	retrieved	sensor	skip	toward	weight
2.9390841839849138,2014	95	apart	brief	brings	commit	compilation	completeness	considerable	destination	enhance	fingerprint	ily	includ	inserted	microsoft	moment	openssl	passive	ping	practicality	probe	programmer	quired	replay	span	variance	vul	workload
2.8925641683500207,68	72	90	a2	allocated	amazon	apis	ations	attacking	billion	document	draw	duration	embed	explanation	fair	hijacking	initiated	picture	profile	promise	retrieve	separated	suc	tcp	ting	vendor	violation
2.8481124057791867,2000	2011	ass	avail	company	compiled	conduct	confidence	eight	excluding	extraction	forced	fourth	laptop	mind	ning	nonce	obviously	owner	periodically	responding	sampled	searching	similarity	tag	transport	v2	validation
2.805552791360391,2015	attribute	baseline	certificate	cid:96	corruption	customer	delivered	fetch	indicator	io	item	kept	labeled	manages	mea	newly	opportunity	r2	representative	scan	seed	socket	status	strength	topic	transmit	unbounded	vast	versary
2.7647307968401353,2.4	62	7.1	ated	bar	careful	clean	confirmed	correlation	email	granularity	injection	java	mix	modeling	p1	package	safety	t1	triple	university	utility	v1
2.7255100836868542,300	66	addressing	bank	crash	cu	enforcement	equipped	instantiate	instantiated	ip	malware	master	motivation	numerous	operator	physically	recognize	ri	self	stable	systematic	tures
2.6877697557040072,breaking	captured	contact	contract	credential	deliver	display	eval	expression	ground	investigation	light	mal	multiplication	office	participant	sampling	tain	thousand	tracking
2.6514021115331325,6.3	61	adoption	authority	benign	compromised	custom	detects	estimated	experi	extreme	header	investigated	latest	leaked	leveraging	mul	open-source	predict	ranging	respond	selection	social	summarized	targeting	tl	tried	ubuntu	weakness
2.6163107917218626,android	assign	automatic	bandwidth	ca	entropy	extent	human	inject	lar	listed	managed	na	oper	operates	phone	ported	reliable	reset	six	statistic
2.5824092400461809,150	400	accepted	desktop	gener	government	grows	incoming	investigate	native	organization	privilege	rithm	speaking	suite	transaction
2.5496194172231901,3.4	70	configured	day	der	divided	employed	entity	flaw	man	medium	mented	password	pick	posed	producing	removed	semantics	surprisingly	survey	utilize	varying	website	worth
2.5178707189086098,59	a1	appendix	assignment	body	cate	cf	closer	conducted	filter	history	improving	infrastructure	keeping	manual	originally	r1	serious	simplified	smart	suffer	targeted	triggered
2.4870990602418561,2012	23rd	500	58	adopted	calculate	cc	checked	completed	composition	exposed	extensive	heuristic	identifier	insecure	measuring	methodology	monitoring	packet	recorded	render	requested	script	simulation	transition	validate
2.4572460970921748,automated	bypass	cache	carried	center	composed	comprehensive	compromise	connect	developer	discover	el	image	mostly	offered	plaintext	provider	release	storing	symbol
2.4282585602189228,absence	corre	decryption	dedicated	family	former	guess	highlight	influence	label	quality	regarding	statistical
2.4000876832522264,api	assigned	chain	dom	dress	eral	face	keywords	relationship	reverse	site	sketch	state-of-the-art	succeed	symmetric	visible
2.372688709064112,browser	causing	date	examine	extracted	formation	generator	host	illustrates	interested	loaded	manually	mi	proposal	prototype
2.3460204619819507,activity	analyzing	category	chance	cloud	community	evaluating	hour	improves	insert	insight	legitimate	management	obtaining	primary	published	simulated	summarize	updated	ware
2.32004497557869,53	accurate	basis	collection	discovered	exam	gb	indicating	million	net	ory	pr	product	ter	traffic	val
2.2947271675944001,affected	bug	embedded	exe	identifying	identity	implication	metric	ram	researcher
2.2700345550040284,1.1	association	collect	dependent	exploited	hidden	infer	lie	manage	matching	relation	revealed	series	sharing	subject	uniformly
2.2459370034249684,accept	algo	cal	closely	collected	confirm	cycle	detecting	engineering	exploiting	fewer	five	global	interval	leaf	mapping	nearly	play	repeated	responsible	signal	trust
2.222406506014774,changed	creating	estimate	explained	leakage	logic	loss	multi	national	pa	publicly	tech	theory	usenix	victim
2.1994169877900753,age	capable	chose	effectiveness	improved	intended	located	minute	mobile	online	piece	precise	processor	relying	scope	session	studied	symposium	testing	working
2.1769441319380167,1000	carefully	decrease	encrypted	fol	half	involve	kernel	leading	link	num	publication	realistic	risk	trace
2.1549652252192413,51	act	answer	characteristic	consisting	demonstrates	deployment	edge	format	held	internet	reveals	select	switch
2.1334590199982779,1.2	6.1	ber	contained	di	drop	enabled	google	ieee	magnitude	mem	secu	subsequent	summary	usage	weak
2.1124056108004456,analyzed	appear	beginning	col	comment	considering	controlled	development	exchange	happens	leverage	linux	mainly	past	regular	reviewer	rity	round	sometimes	suggest	technology
2.0917863235977099,55	ce	explore	integer	op	protected	reference	speed	sufficiently	sup	throughout	towards	virtual	world
2.0715836162801904,2013	49	52	connected	external	notation	showing
2.0517809889840106,200	database	followed	graph	id	lack	optimization	period	review	success	threshold
2.0323629031269093,authentication	commonly	describes	earlier	early	inside	programming	project	quickly	tween	window
2.0133147081562148,count	counter	course	detected	learn	ma	majority	measurement	object	receiving	serve	tack	tive
1.994622575144062,becomes	evaluated	generating	identical	iii	notion	pattern	policy	port	real-world	root	scale	taking	unknown	verified	wide
1.9762734364758656,cor	deployed	derived	explain	failure	principle	track	whereas
1.9582549309731871,80	cover	dynamic	foundation	interaction	language	node	par	popular	signature	today	tor
1.9405553538737863,action	computer	defense	entry	experimental	extract	increased	look	ob	partial	produced	quite	receive	reduces	relative	variety
1.923163611161917,applicable	architecture	automatically	configuration	connection	func	leak	name	option	possibility	possibly	tested	understand	vulnerable	web	why
1.9060691778026171,3.3	complexity	created	detection	exact	kind	namely	query	received	roughly	technical	usually	variant
1.8892620594862357,default	false	had	imple	minimal	non	particularly	path	static	string
1.8727327575350252,expect	free	identified	index	load	procedure	randomly	reach	selected	sensitive	showed	unfortunately
1.8564722366632449,48	active	distinct	file	included	local	ments	none	positive	reduced	search	send	successful
1.8404718953168038,46	60	despite	normal	operating	typical	update	vulnerability	whole
1.8247235383486646,appropriate	generates	interesting	interface	match	modern	remove	sample	setup	sion	threat	un	word
1.8092193518126993,2.2	begin	close	containing	domain	down	effort	follow	impact	inter	performing	reveal	successfully	widely
1.7939518796819107,44	checking	client	flow	immediately	log	mentioned	modified	platform	relevant	trusted	written
1.7789140023173704,event	extended	extension	highly	increasing	ity	resource
1.7640989165322298,account	encryption	major	maximum	nor	vector
1.7495001171110771,allowed	developed	etc	ever	field	finding	library	mod	party	phase	privacy	rate	reported	service	shared	year
1.7351113796589774,43	45	ac	area	binary	critical	device	good	presence	question	try
1.7209267446670209,2016	become	beyond	built	cation	group	ii	measured	record	represents	sent
1.706940502692281,2.1	42	along	capture	description	detect	latter	observation	protection	response
1.6931471805599454,5.1	content	dis	environment	executed	generation	october	overall	variable
1.6795415285041666,3.2	base	compare	complex	detailed	generally	owned	pre	unique
1.666118508172026,4.2	construct	equal	map	observed	potentially	probability	seen	useful
1.6528732814220053,41	analyze	report	top	until	want
1.6398011998546527,according	around	background	computed	error	granted	produce	ran	scenario	upon
1.6268977950187447,aim	associated	combination	entire	exploit	handle	individual	offer	post	represent	taken	task	valid
1.6141587692413149,100	channel	correctly	currently	demonstrate	determine	did	expected	recently	short	store
1.6015799870344547,4.1	chosen	come	comparison	contain	context	create	designed	grant	initial	verify
1.5891574670358977,definition	functionality	power	rest	view
1.5768873744440834,avoid	behavior	core	factor	final	higher	obtained	overview	refer	software
1.5647660139117385,across	choose	four	length	location	prevent	previously	put
1.552789822865023,3.1	observe	performs	personal	structure	turn
1.5409553652180199,38	actual	commercial	effect	exist	guarantee	identify	likely	limited	measure	potential	resulting
1.5292593254548286,37	39	among	distribution	framework	generate	includes	purpose	sequence	together	too
1.5176985030537526,ap	best	build	digital	discussed	introduced	making	memory	program
1.5062698072301299,50	ability	ad	amount	attempt	evaluate	generated	message	practical	presented	reduce	rely	who
1.4949702519761967,discussion	malicious
1.4837969513780713,applied	certain	compared	consists	machine	place
1.4727471151914864,basic	done	lead	pair	study
1.4618180446592961,attacker	complete	introduce	open	significantly
1.4510071285550805,author	cause	compute	en	fully	larger	might	range	specifically	typically
1.4403118394383325,35	better	enough	help	hold	often	public	return	test
1.4297297301077956,correct	obtain	own	performed	protocol	source
1.4192584302405002,future	line	real
1.4088956432049535,below	copy	f	issue	scheme	target	term
1.3986391430377645,34	arbitrary	cost	feature	fixed	found	network	third	tool	y
1.3884867715737466,already	block	considered	defined
1.378436435720245,31	contains	distributed	find	http	im	o	request	secure	space
1.3684861048670769,experiment	implement	just	needed	respectively	total
1.3586338084240654,33	40	address	algorithm	difference	knowledge
1.3488776334787007,although	instance	last	mechanism	parameter	recent	significant	support	table
1.3392157225669636,bit	evaluation	execution	implemented	important	output	performance	solution	supported	via
1.3296462715508131,common	ensure	get	give	now	others	page	practice	start	what
1.3201675275962692,corresponding	describe	here	various
1.3107777872464301,check	control	d	end	method	random	setting
1.3014753945841169,call	described	e	ex	focus	list	once	therefore
1.2922587394791927,available	include	r	running	server	user	x
1.2831262559159202,access	addition	every	goal
1.2740764203960024,27	allow	code	contribution	during	least	low	n	v
1.265107750413242,32	design	et	existing	form	input	perform	research	size	state	tions
1.256218802995996,26	directly	m	per	prior	property	simple	t	those	version
1.2474081733138409,30	achieve	proposed
1.2386744933450864,29	above	allows	either	fact	follows	general	next	operation	required	run	shown	small	step	very	whether
1.2300164306019719,28	against	being	change	further	le	level	much	p
1.2214326869105803,additional	advantage	could	multiple	previous	were
1.2129219972426717,25	because	component	consider	current	made	pro	type
1.2044831285968072,analysis	b	implementation	including	known	large	process	provides	within
1.1961148789262903,able	al	attack	called	con
1.1878160761115955,0	finally	i	like	particular	re
1.1795855769750798,another	before	model	note	point	three
1.1714222663359188,after	high	main	provided	see	u
1.1633250561032997,20	22	24	related	s	specific	technique
1.1552928844060353,17	19	23	full	function	out	should	through	thus	up	would
1.1473247147568586,21	order	present	problem	single	us
1.1394195352497452,15	18	com	requires	under
1.1315763577887192,11	figure	key	part	possible	several
1.1237942173466644,14	many	so	value
1.1160721712527539,13	approach	given	ing
1.1084092985071849,16	application	example	take	them	way
1.1008046991219655,10	do	following	provide	there	tion
1.0932574934865826,12	c	case	doe	information	same	security	well	where
1.085766821757425,9	may	second	since	time	wa
1.0783318432699069,about	different	into	need	no	over
1.0709517359722844,5	any	each	even	if	number	section	show	then
1.0636256958802115,6	based	been	between	how	set	system	using	when	will	without
1.0563529365511317,3	4	7	both	data	new	paper	some
1.0491326885776446,8	more	most	other	result	two	used	while
1.0419641990990323,2	however	one	only	than	these
1.0348467313301681,all	also	at	can	first	from	ha	it	our	such
1.0277795641070757,but	have	make	or	they	work
1.0207619914484292,be	for	that	their	use
1.0137933221323359,1	an	are	is	not	we	which	with
1.0068728792877621,by	of	on	the	this
1.0,a	and	in	to
