freq,words
1.2820591547558304,within
1.2806455239819423,country
1.2753090396183357,ran
1.270338851200397,characteristic
1.2698826625217137,those
1.2686187086709917,there
1.262628507778463,storm
1.2469120928315405,september
1.2444545882092877,search
1.242055843524572,trap
1.2420522872750772,framework
1.2393382457422462,randomly
1.2389462293174738,graph
1.2370048006984815,approach
1.236570908657861,includes
1.2285740484360266,around
1.2262061230024361,content
1.2241919948991398,can
1.2201960438647748,day
1.2131939844275388,yahoo
1.2104149228907803,alexas
1.2030354538863977,provider
1.1993597610861166,labeled
1.1972578858604668,easylist
1.1936607801820598,package
1.1929424390290881,multi
1.1724103863176778,asns
1.1653291897455633,vulnerable
1.151120758102659,library
1.1494826433408112,participant
1.1478149659134558,infrastructure
1.1472312015085877,any
1.1446786130708124,impact
1.1418225506208721,descriptor
1.1380299395482547,route
1.1368537266904064,tor
1.1351456442175585,probe
1.134505414537126,play
1.1331452063224166,node
1.129990365272451,match
1.1288931495386707,parked
1.1281745022936587,major
1.1276298614261797,port
1.1190424902708254,many
1.1045808053537636,name
1.1038499183772283,6.1
1.0999167383748225,downloaded
1.0968127096633473,size
1.090765377554895,line
1.0907465289793765,random
1.085239181399033,describe
1.0842184907108312,adoption
1.0841267149604252,allocation
1.0829803128529236,large-scale
1.0806557903609435,registration
1.0802067943648728,third
1.077453853040324,may
1.0763907229420517,parking
1.0715391345016496,captured
1.0708724001364753,per
1.0707146360719217,new
1.066164078781313,java
1.0660457816347362,point
1.0656095088969715,leak
1.0626347609104838,but
1.0603778979259835,rockyou
1.0581303164093063,dodonew
1.0542435986740506,performance
1.0508689586395301,then
1.0497058397860834,configured
1.049592489995651,capture
1.0404150236264995,containing
1.0374538994314426,header
1.0370625085379612,every
1.0358472911002687,built
1.0340638457368647,exploration
1.0251539678770962,twitter
1.0241742797116238,predict
1.0241145008881591,wallet
1.021292198198524,census
1.020968463005747,tested
1.0199876589746966,vantage
1.0143648572385322,mail
1.0136685644442074,3.2
1.0111725477402562,detection
1.011157351445023,mal
1.0105935246891542,fingerprinting
1.010438938711245,corresponding
1.0096186247794354,step
1.0077833564168655,tcp
1.0075630935587716,validation
1.0060714428815245,visit
1.0038223597414073,chinese
1.0034038928952032,cve
1.0016096414031201,wikipedia
1.0009903858654874,conduct
1.000710630573116,determine
1.0,"3.1scalingwecollectedalargerdatasetof1,600programmersfromvariousyears"
0.9985286814253838,matching
0.9982968563736239,most
0.9976886736862164,inpatient
0.9968519276291676,type
0.9947496563976495,they
0.9917652285153193,pcap
0.9908728722435765,structure
0.990258175922165,uribl
0.9894034242531085,listed
0.9886466337675813,able
0.9875031593155248,full
0.9778273250043654,movie
0.9772963088756403,as
0.9741272868132134,base
0.9723587042305466,client
0.9676117802332324,spamhaus
0.9641043169497405,multiple
0.9620056797209873,feature
0.9606599808978983,contained
0.9588507239602279,figure
0.9586822878332295,need
0.9568914147542539,device
0.9542912239099343,browser
0.9532108342469227,exchange
0.952872016542179,ware
0.9525701869711984,being
0.950713260023628,since
0.9485153618061358,followed
0.9475416172911324,effort
0.9473388912367099,lected
0.9445949777612105,covering
0.9427135883434447,activity
0.9419183592038672,store
0.9418921005871467,map
0.9371180781963908,property
0.9329767985816675,ing
0.9323162222784926,strength
0.9312327742563802,blacklist
0.9310738253068758,show
0.9295534405602144,when
0.9239386245056351,100k
0.9230598814242099,ssh
0.9224850444988618,definition
0.9211043477425938,labeling
0.9206328754553403,mapping
0.9206313626711422,root
0.9192136156031377,connectivity
0.9189955890436136,sampled
0.9146902497678169,human
0.9098441965286806,further
0.9085520215015955,document
0.9060132506693586,link
0.9043721965790367,estimate
0.9031506079332663,gmail
0.902776443696126,finding
0.9018997186610422,topology
0.90040728775662,reachable
0.8986161673060031,ubuntu
0.8985696241512374,dynamic
0.8954331046021548,whois
0.892420585224936,thousand
0.8910118761827822,primary
0.8861233834857611,totaling
0.8852619163918174,edge
0.8839540520855611,check-in
0.8833648666144767,bucket
0.881240046599712,usa
0.8795854178728089,ssoscan
0.8784708603270173,nameservers
0.8776925125956279,implementation
0.8766994491856234,e-mail
0.873500163079796,openssl
0.8689536839273407,good
0.8688682787181821,run
0.8677867830630185,feh
0.8666811055682697,col
0.8629047537205108,location
0.8565486993001583,some
0.8537594189591872,method
0.8415565624419179,august
0.8409216255719262,affected
0.8403486527342705,six
0.8400923804430941,heuristic
0.8383987206526541,summarize
0.8280665173433548,script
0.8255297185607304,statistic
0.8245501204842501,recent
0.8232427767412949,minimal
0.8224839282546597,process
0.8219073190864228,spitzloc
0.8206035722538869,phone
0.8147653411386859,baseline
0.8136581143673147,ditl
0.8112748249019024,could
0.8110825163556695,global
0.8057873265258023,operated
0.8056560493834767,compare
0.8038539821190546,include
0.8026781646842174,analyzing
0.8018004533826928,dec
0.7992732180836909,gather
0.7973363946587569,loaded
0.7972482081470906,like
0.7971444712679641,cnn
0.7959822476739808,understand
0.7930061376271199,after
0.7910549838431268,campaign
0.7908812495080207,setting
0.7894336536283645,operating
0.789155491978916,ixp
0.7855278087416258,official
0.7831244063800804,implemented
0.7808010955475572,cspautogen
0.775771902734399,tracker
0.7739694924028443,cal
0.7717112646059415,metric
0.7711419025654174,tracking-protection
0.7701455136443957,"24,015   4,524"
0.768085849887727,chain
0.7667253475150463,detect
0.7657987689609995,existing
0.7653068687287897,entire
0.7636627887862601,against
0.7605899748146743,globe
0.75530604139195,gathered
0.7551619634436109,binary
0.7511017445085277,out
0.7490570744923443,servative
0.7488653495468875,extensive
0.7487280561029046,composed
0.7485027079033711,machine
0.747985861241672,perform
0.7478676177388592,update
0.7467185420137654,european
0.7464083189287487,rootkit
0.7451842989899115,several
0.7446085051456347,utilize
0.7442432778061591,dataset11   oec10
0.7404490628612619,traceroute
0.7403842816365551,visited
0.7401711158064422,category
0.7401082850649541,both
0.7396280605186432,analyze
0.7391157479466616,4.1
0.7389461357290434,download
0.7362089164751175,blame   vccs
0.7349139766811287,deployment
0.734001475001945,tool
0.7336439377860721,last
0.7331041857788183,explore
0.7322383298420105,extension
0.7321349911626929,deployed
0.7319267509918582,easyprivacy
0.7298366376923231,review
0.7293190690313684,support
0.7291954472872909,con
0.7280896166449641,firmware
0.7272230419042126,economical
0.7267880064063437,national
0.7267134121646737,saad
0.724972695345929,load
0.7218676920343092,rating
0.717514755485837,benign
0.717429706052424,stamp
0.7173065450554392,access
0.7171716897147267,specific
0.7161761131789909,geographic
0.7159423925261318,scanning
0.7156789736015258,celebrity
0.7113939137358125,target
0.7103977499176857,minute
0.7096216260236516,signature
0.7093552097612248,workstation
0.7087530454415236,zmap
0.7087126375574144,chat
0.7071140619130949,leaked
0.7068478455293629,case
0.7068172891753433,anomalous
0.7056898792395815,producing
0.7053008252486719,identify
0.7046587210642771,utilized
0.70449525082656,format
0.7039314038251137,respectively
0.7036426851103799,given
0.7033032723445546,work
0.7030164063517423,purpose
0.6987101272763574,report
0.6977227269234183,query
0.697420687203277,consisted
0.696538493833002,into
0.6956233394342362,detected
0.6954984071735567,week
0.6946769948293392,whether
0.6917322647492443,warningbird
0.6915181723923128,model
0.6905145360257512,high
0.6901581407462274,csp
0.6893146102704285,input
0.6883363688586915,bank
0.6877979963309097,vulner
0.6848695106499921,mea
0.6846974958102331,suspi
0.6844703412205906,validate
0.6833786757929086,daily
0.681001033839628,without
0.6807891724391825,particular
0.6784872008133065,across
0.6779230216145598,instance
0.6745007344210189,movement
0.6741944871151542,flawfinder
0.6727699940571434,discussed
0.6721033978760023,facebook
0.671366667520584,ip-level
0.6699617714772624,ular
0.6684916138122795,summarized
0.6679388469924878,excluding
0.6668983027786891,low
0.6661811480032587,technique
0.666051349428525,known
0.6653091728509929,described
0.6641474051573515,connection
0.6638580937764315,user-submitted
0.663462230069091,extract
0.6631616704480457,upon
0.6627933889696275,had
0.6617189974766662,feb
0.6616633982581699,united
0.6615108716768286,behav
0.6605497947951249,quantify
0.6589285266128513,pop
0.6587726087024681,university
0.6581739815393302,small
0.657196996684836,querying
0.6565944751546571,knowledge
0.6561589006239266,mobility
0.6538750653689407,july
0.6535977810670323,down
0.6532314478395345,3.3
0.6525050427954943,black-market
0.6512907805584729,sonar
0.6502182193138553,mostly
0.6500764655410192,forum
0.6485453574459871,daemon
0.6462786532538096,iii
0.64601023829059,attacking
0.6454701521187889,survey
0.6453319938170982,"354,986   kchat"
0.6446367634682183,often
0.6439662575294107,landing
0.6436891926262329,compiled
0.6427574384765565,geographical
0.6425195680485531,ranging
0.6418916483768486,course
0.6407464326575748,detects
0.636997834679407,give
0.6355868763126219,crawling
0.634848323449885,difference
0.6331719977627585,telescope
0.6329644239409689,corpus
0.6290227198013985,before
0.6287962116517212,answer
0.6287259919280095,prototype
0.6258641422983724,been
0.6254410761090761,probed
0.6240877683671328,previously
0.6230937290853055,roughly
0.6228176484736909,taken
0.6221665461534523,2013-06-17
0.6200068955119441,measure
0.6198447187096077,scenario
0.6169666192170788,vps
0.6167440935177646,scope
0.6162764504776703,overview
0.6162106105304386,drive-by
0.6154185190811872,3des
0.6152376061547278,level
0.6129920795196512,rate
0.6129494432478101,potential
0.6119683464828044,recorded
0.6087334618988246,increasing
0.6082264191970581,matched
0.6068089413692386,running
0.6064426570045003,experimental
0.6036532444713274,russian
0.6031900254271592,space
0.6028927743930679,amplifier
0.6024825578003644,successfully
0.6021826147839227,memory
0.6014315535960532,serve
0.60131240407137,ecosystem
0.6008954821364649,associated
0.5991467060751301,database8   geo-location
0.5975572454554088,question
0.5955499177411401,peeringdb
0.5928795038773036,round
0.5911946280610136,while
0.5896153146380356,distribution
0.5893960738001641,computer
0.5872819827605411,extracted
0.5872610025778465,rirs
0.5872216310510354,smartphones
0.5866972904232988,flowstitch
0.586538387010443,way
0.5854447102608946,gelite2
0.585210325256938,make
0.582897712539496,piece
0.5818699302029315,sect
0.5814151337183846,bitcoin
0.5808531432627544,"12,418   3,654   4,857   9,409"
0.5803427055210361,self
0.5801224099871521,negotiate
0.5797455497480887,critical
0.5781210734273854,valid
0.5775172395639652,nerabilities
0.5773683029936496,visible
0.5772914295632856,net
0.5763117269614342,cover
0.5760587017844243,such
0.5759189953254826,appendix
0.5746733378085318,collecting
0.5737380412235042,customer
0.5736529259150216,article
0.5729442951651572,"000webhost   161,510   2,950   51job   pii-000webhost   pii-dodonew"
0.572610765114542,under
0.5723026604500626,credential
0.571408793911399,clean
0.5709549408671679,possible
0.5695270729098721,"20,000"
0.5693617738420365,above
0.5692262369456169,currently
0.5679844022569202,8.4
0.5670494176150319,packet-level
0.5658566643555577,reduces
0.5631444198293979,bgp
0.56291473933564,movielens
0.5603970179916615,active
0.5603052694152004,duplicate
0.5579536787943119,org
0.5567233516515443,"60,856   91,464"
0.5561393485858366,close
0.55523269725599,app
0.554785005438711,hics
0.5526746603834388,kosarak
0.552336422220601,contract
0.5513087822217553,easeandroid
0.5491244158852369,published
0.5465076589185645,cup
0.5463682020935886,biggest
0.5458676629823427,construct
0.5449528664044072,cious
0.5448308817826103,successful
0.5446446093273307,tween
0.5444841183433271,location-based
0.5443816458761002,chainsaw
0.5439915433036568,iv-b
0.5438429839795651,enron
0.5436940461480881,serving
0.543372332270895,ior
0.5431653545844691,it16ws   it17ws
0.5428456229608913,message
0.5426168379055014,imagemagick
0.5425618321604366,trained
0.5419054017854946,japan
0.5418784985806288,pii
0.5416890982811301,wired
0.5415344360367301,ark
0.5414039868256212,spitztime
0.5411605281300423,considering
0.5411363050379449,team
0.5408831631982788,realistic
0.5408255006610183,tions
0.5399870027007694,registered
0.5397093421620822,main
0.5391826528253272,inter
0.5389903088420634,snapshot
0.5388057225799657,wuc
0.5383918852071939,presented
0.5377896598042003,irc
0.5369329384933321,operates
0.5368451315267692,making
0.5350743933558941,mentioned
0.5342024295383262,vusc
0.5329498834253391,interesting
0.5319552904513979,item
0.5316888295566004,triple
0.5312501725246633,targeted
0.5312416688995719,path
0.5310445721300128,latitude
0.5307476044561751,regional
0.52946163751224,release
0.5283025216587807,therefore
0.5279020908035869,volunteer
0.5249594524487778,variety
0.5247262140529675,compilation
0.5233728968415257,bing
0.5232573383510756,label
0.5229415121283681,infected
0.5221027477454052,operator
0.5215817546739622,expansion
0.5208800170740624,crowdturfing
0.5201061811975244,destination
0.5183128767964162,pair
0.5180306939305677,along
0.5177865475320974,comprehensive
0.5175638022580102,false
0.5163916042597984,ripe
0.5158359211208878,longitude
0.5150532634100238,observation
0.5140067375140572,peering
0.5133143882030572,cyber
0.513308283802853,occurring
0.5131163861895763,consider
0.5112337967682636,aaaa
0.510591432041708,area
0.5104544452208174,"60,000"
0.510160336617655,audacious
0.509753352420541,bar
0.5089444972618925,applied
0.5087082878241038,tracking
0.5084842327106647,"102,404"
0.5084706815558584,vul
0.5083455051111955,iplanes
0.507426266786618,ity
0.5067191817723803,attacker
0.5067056300958233,lcom/facebook/android/facebook
0.5066623664588696,rar
0.5065988720227591,dictionary
0.5044818399921567,exact
0.5043201563555209,yelp
0.504174296099054,brute-force
0.5038988109523318,considered
0.500714810497396,usc-lander
0.5003427182421933,score
0.500261257043572,unisan
0.49910437928319007,browsing
0.4988443368431082,hcup   texas
0.4988126634650802,hour
0.4985754794310787,custom
0.4982226083332799,tag
0.49736013820149216,10k
0.4966428706291104,vms
0.49655980765094565,joined
0.49653669603419004,track
0.4946965458507512,employee
0.4939633103647606,provided
0.49352399918774076,single
0.4934734276591566,leakage
0.49322938183753895,happens
0.49278341537980186,key
0.49156148401727007,state
0.4905527769835606,exclusive
0.489700183734456,microsoft
0.48954873738973437,second-order
0.4878016458844849,kept
0.4877544163791885,ecdsa
0.4874741783399343,autoreb
0.4864223187613528,icmp
0.48621044375122996,author
0.48569255352211615,simulated
0.4849861097322113,common
0.48459046591495936,self-submitted
0.4844899181602617,blaster
0.48339812955010264,dis
0.4833159224003354,linux
0.4831614544401024,ability
0.48131845688115704,discharge
0.48129144145760544,maxmind
0.4808889763460319,attempt
0.48039572962621907,github
0.47945127963334483,audio
0.4790032855877664,description
0.47825459732136066,router
0.47732546434821954,playlist
0.4773168092064949,akamai
0.47664287778578096,1st
0.4755943942448771,should
0.47530535208081687,submitted
0.4751813463610166,internet-wide
0.4747119443633927,infer
0.4738868529636904,receive
0.47354901053617093,ensure
0.47353856723366894,adobe
0.4733633923856574,initial
0.47214455508205255,who
0.4695511928652556,investigated
0.4695484523325672,hacked
0.46904083411780034,login
0.468487084148377,specifically
0.46833150454511363,plane
0.4681126193390377,party
0.46804627054405673,nationwide
0.46782790712793865,metropolitan
0.46766753239100917,word
0.46749597301122303,corruption
0.467258542353028,range
0.4666230709255579,retrieve
0.4664749255966196,start
0.46626497647201604,corporate
0.4661156161143833,authority
0.4659022858035763,peer
0.46526412571043146,uniformly
0.4650304555151802,zip
0.4650264629229256,algorithm
0.4648943253218451,non-zero
0.46478633920953993,provide
0.464667873775617,experi
0.4645215736304422,tures
0.4638158471969245,ram
0.463316064759966,worth
0.46203702047954426,credal
0.4613706442889641,child
0.46095697227983823,weekly
0.45892386163637444,take
0.45883439626848244,thou
0.45865293504902394,goodset
0.45855424101938813,explores
0.45751288786571787,numerous
0.45707027676025636,programming
0.45702896198036136,detailed
0.4569474802005292,2.2
0.4568343536711341,1_r1
0.45639383938977,trustmanager
0.4562544993651201,general
0.4559846968416519,aol
0.4549942990225384,7.1
0.4542153554931098,hospital
0.4529941458873903,inclusion
0.4528314822465153,late
0.45221159796566207,escalation
0.4521625169739575,hic
0.45187263403993194,"14,644"
0.4515443782390845,phantomjs
0.4507406698438379,publishing
0.45010860636151323,cross
0.44966433185492394,background
0.4493400052953694,jp-dns
0.4491310848761747,below
0.4476854813890112,send
0.44715876231803886,studying
0.44647762968343896,optimization
0.4462802862013241,2.1
0.4461865431198947,selenium
0.4461822831505985,mechanical
0.4460662515366972,ting
0.4452673125836421,applicable
0.445189700453951,money
0.44484010218585135,implement
0.4440558548791861,ping
0.4433772148317968,term
0.44309840011604845,originating
0.4425430600876286,uci
0.44189726936787765,5.1
0.441004426724353,collector
0.4400157313997602,"1,591"
0.439386147283291,brought
0.4388282981203274,language
0.4385495327455735,wild
0.4384769229105898,residency
0.4382945530465269,option
0.43762615148672834,install
0.4375839457431428,ber
0.43688865608431376,contain
0.43664282811692895,issue
0.4361087500324272,market
0.4355874195466798,set-valued
0.4350410816496787,days4
0.43326172066088897,attack-detection
0.4327862409859488,mod
0.4327650099828577,allow
0.43190629045307394,anycast
0.43160790287747375,institution
0.43116807905862614,phishing
0.4305064969362177,sand
0.4303686052286406,childrens
0.43016090171236243,turk
0.4298993967743889,crypted
0.4294332952198681,hold
0.4284313900138888,2016-01
0.4281662290406596,threat
0.42737545578994934,workload
0.42671908691526406,create
0.42644743503046445,illicit
0.42641146834359783,worm
0.4257687799394196,block
0.4252304899365811,cloud
0.42507232749245083,countant
0.42455340266977937,technical
0.42452510615267214,describes
0.4244809140501389,former
0.42434035268576226,identifying
0.42411065004363685,seo
0.4239473465093049,alias
0.4237115092706746,suspicious
0.4227349596394455,dedicated
0.4227344816806286,web-based
0.4225918033660921,listening
0.42249838792938,pbvault
0.4222773753562079,open-source
0.4219274091281622,insecure
0.421731024422958,alyzed
0.4212304633416894,careful
0.42113680822097244,positive
0.42085709243649005,pudf
0.4206481229395983,keywords
0.42032340580018485,organization
0.42019831410719316,what
0.41995697672825055,equipment
0.41899180360151816,optical
0.4183333773719486,inline
0.41812423497531215,rank
0.4176970161198752,nocrack   pastebin
0.4169746374439758,modern
0.4163798463082457,blamed
0.4160572897708178,protocol
0.41572545541843475,series
0.41533277706449623,history
0.414644602065071,will
0.4144186554153134,program
0.41369594279491795,dwindled
0.4132908869866376,api1
0.41310806230150104,learn
0.4128369189216271,periodically
0.4125930862431561,amppot
0.41218482323119,dns-oarc   m-root
0.4120614925149211,behaviour
0.4118729405061996,effectiveness
0.41168348949798383,national-level
0.4114164946406415,novem
0.4110777682613401,campus
0.4106455848111764,addition
0.4104899735097725,printing
0.41038055343869734,fte
0.4101527598842668,demonstration
0.4100414714570354,view
0.40962918969307704,san
0.40908985074677395,crawdad   roma/taxi
0.4088481272958082,local
0.40837405326003884,enough
0.40817574013143376,influence
0.4074591721159798,leverage
0.40712252509870744,data-oriented
0.4070494499946315,fewer
0.4067800664028103,searching
0.40672170345332603,xato
0.40657479431039545,to-organization
0.4063769941159847,medical
0.4061285786394059,probing
0.4059629944381287,iframes
0.4059098882580639,origin-exposing
0.40553506761389896,luxury
0.4052406819952583,redirection
0.4050013058177299,3.4
0.40464267721755603,usage
0.4044051912942915,engineering
0.4042733329767086,important
0.40373324704894814,geoip
0.40299453891569026,suite
0.40278270058192384,nexginrc
0.4025783374554653,uploaded
0.4024203250406911,platform
0.4019327090176021,mimic
0.40187720352194883,listing
0.40153926050822664,mawi   request10
0.40097362619575927,pre
0.40018046354028725,separated
0.4001554964576767,historical
0.40004337507829946,task
0.3998583864488089,archived
0.3997968986992241,repeated
0.3993110305092425,represent
0.39930232185281445,weight
0.3966481949334285,dangerous
0.3966294248307555,decryption
0.39525012535861453,"1,493"
0.39499610024103726,iplane
0.39465079462177644,ments
0.3939545995640459,activ
0.3934747150089742,inference
0.3931953230456827,"156,608"
0.39284190903379707,finger
0.39173881151091405,phishtank
0.39108771299874545,shown
0.3906925967493802,top-site
0.39048706729459914,displaying
0.39047866177509644,field
0.39029633266678065,exposure
0.390069091154316,origin-exposure
0.389847836179497,surements
0.38972798384150603,phase
0.38962915654910946,where
0.3895874075131406,5-order
0.38939010028405974,voice
0.3891778370229325,newly
0.3891248173736731,event
0.3879945050689979,copy
0.38792441866986227,tracebox
0.3871960196368907,"573,258   639,283"
0.38715113524350786,basis
0.3867318950286526,second
0.386374672907459,com
0.3863055023171666,ifornia
0.38623094355607146,fraud
0.38546566624407363,aim
0.38545423106157023,vault
0.3851593266852076,previous
0.38515363773354827,19m
0.38500622836003384,num
0.3849373649523713,routeviews
0.3848769298001625,estimated
0.38485898797103224,iterate
0.3846815054623756,self-managed
0.3844789544982464,33-50   terabits/sec
0.3842868568005775,tion
0.3840089175138351,func
0.38393145803426687,zxcvbn
0.3837285056227172,designed
0.3829494112349267,amazon
0.38191929034937855,click
0.3818902042656164,prevalence
0.3817702174047302,complexity
0.3814341511187893,sinspector
0.3814185976450547,attacked
0.38014251827605666,echo   isi
0.37996070321565834,toward
0.37956809321624185,participate
0.3793243127412145,commit
0.3792308519053752,switch
0.37913655186423756,required
0.37882900769320454,doorway
0.378779614101212,march
0.3786359280482391,error
0.3786009917229548,check
0.3780536355692129,magnitude
0.37715287383851337,chance
0.37695250387507984,transaction
0.37630009056449365,past
0.37590707661580947,distributed
0.3758954783781353,ethereum   oyente
0.3747102950781066,skip
0.37467366478570524,"145,243   2,878,454"
0.3741244106288422,cifar-10
0.37409106452731156,variable
0.37392468311175947,enterprise
0.3735299517983847,city
0.3724101696552412,analyst
0.3718124029478583,lookup
0.37142213246780925,damballa
0.37099600754439105,friends-of-authors   sigcomm-cosn-members
0.3705986896286436,performs
0.3703378334015517,according
0.36997156201838693,uary
0.36983178271966977,refer
0.3695643711535824,showed
0.369339827645643,surprisingly
0.36908177838343287,store4
0.36858704576711704,violation
0.36856674697766584,"2,200"
0.3684275421566506,probability
0.3670857965076759,iot
0.36686921088638924,opencv
0.36686369517444695,servers11
0.3667146255934036,"2,667   cumu   lative"
0.3661885023977598,traces3
0.3652229806984504,discover
0.3650969788854744,done
0.3639485842327953,finally
0.363559709591643,best
0.3635325785827272,simu
0.36336694789408497,phpbb
0.3633133989105046,abuse
0.36301756068442476,ericsson
0.3629061717993769,monthly
0.3628711516450632,virustotal
0.36286543167146307,environment
0.3617877120642195,presence
0.36142097684182684,ated
0.36137684206123516,"1000,209   3,883   6,040"
0.3611279750831453,increased
0.36110550038251477,hosting
0.36103224565516334,lations
0.3605950637912475,four-year
0.36039034339079073,pws
0.3602279785607699,meter
0.36013689139848354,network-related
0.3598648579656994,sloc
0.3590166960318404,sometimes
0.35850104150987555,"2,064"
0.3578394868007629,dnna
0.3577927158660846,dig
0.357501840783527,confirm
0.35707247161069283,3.6
0.3570623816899253,group
0.35559967948082566,sampling
0.35525036182607117,bar-based   barfinder
0.35480081325893503,"25,000"
0.3541411815835317,written
0.35406991011011396,visiting
0.3537207874436384,diego
0.35334851880057927,discovered
0.353057433256411,contestant
0.35284107631081646,api
0.35275535646030737,wave
0.35246631252255073,employed
0.3519042219027272,basic
0.35163255303958296,control
0.35134759848184416,generated
0.35094193995165546,reliable
0.3507278097692058,face
0.3506657353917499,serious
0.3504080540984584,endpoint
0.3499393656890436,fuzzing
0.3495458318762662,"169,502"
0.34925871289598065,compromised
0.34925133539876096,mnist
0.34897151415820743,open
0.34893586561657947,kernel
0.3486369309518749,install-base
0.3484735067363551,busybox
0.3484118674373981,3gs
0.3475989339994705,desktop
0.3474129040282792,peak
0.3473722017977273,ter
0.34709693875371894,privilege
0.3470868940092477,next
0.3465988198303799,needed
0.3464807740962291,sep
0.34615010512106487,cbsp-protected
0.34607546174620907,quickly
0.34573592811943393,cluded
0.3453355472563958,flaw
0.34497105112649384,gse61741   nibus
0.34480487634886847,foursquare
0.3448020188536864,component
0.3446671763806859,darkly
0.3446396290009633,adsl
0.3439472867944561,synthetic
0.343868555329018,resulting
0.34385093851340054,correctly
0.34362526621872347,sentative
0.34336182553710803,cor
0.3428056267105962,"33,045"
0.34232178886452735,called
0.34180157739186656,home
0.34177307162599835,player
0.34151515217096595,searcher
0.34149395653708703,come
