Paper, URL, Conference, Year
""The Web/Local" Boundary Is Fuzzy: A Security Study of Chrome's Process-based Sandboxing.",http://doi.acm.org/10.1145/2976749.2978414,ccs,2016
"DPSense: Differentially Private Crowdsourced Spectrum Sensing.",http://doi.acm.org/10.1145/2976749.2978426,ccs,2016
"The Ring of Gyges: Investigating the Future of Criminal Smart Contracts.",http://doi.acm.org/10.1145/2976749.2978362,ccs,2016
"Generic Attacks on Secure Outsourced Databases.",http://doi.acm.org/10.1145/2976749.2978386,ccs,2016
"MASCOT: Faster Malicious Arithmetic Secure Computation with Oblivious Transfer.",http://doi.acm.org/10.1145/2976749.2978357,ccs,2016
"Practical Non-Malleable Codes from l-more Extractable Hash Functions.",http://doi.acm.org/10.1145/2976749.2978352,ccs,2016
"Attribute-based Key Exchange with General Policies.",http://doi.acm.org/10.1145/2976749.2978359,ccs,2016
"Efficient Batched Oblivious PRF with Applications to Private Set Intersection.",http://doi.acm.org/10.1145/2976749.2978381,ccs,2016
"Protecting Insecure Communications with Topology-aware Network Tunnels.",http://doi.acm.org/10.1145/2976749.2978305,ccs,2016
"A Unilateral-to-Mutual Authentication Compiler for Key Exchange (with Applications to Client Authentication in TLS 1.3).",http://doi.acm.org/10.1145/2976749.2978325,ccs,2016
"Identifying the Scan and Attack Infrastructures Behind Amplification DDoS Attacks.",http://doi.acm.org/10.1145/2976749.2978293,ccs,2016
"Amortizing Secure Computation with Penalties.",http://doi.acm.org/10.1145/2976749.2978424,ccs,2016
"Improvements to Secure Computation with Penalties.",http://doi.acm.org/10.1145/2976749.2978421,ccs,2016
"5Gen: A Framework for Prototyping Applications Using Multilinear Maps and Matrix Branching Programs.",http://doi.acm.org/10.1145/2976749.2978314,ccs,2016
"Order-Revealing Encryption: New Constructions, Applications, and Lower Bounds.",http://doi.acm.org/10.1145/2976749.2978376,ccs,2016
"iLock: Immediate and Automatic Locking of Mobile Devices against Data Theft.",http://doi.acm.org/10.1145/2976749.2978294,ccs,2016
"When CSI Meets Public WiFi: Inferring Your Mobile Phone Password via WiFi Signals.",http://doi.acm.org/10.1145/2976749.2978397,ccs,2016
"Lurking Malice in the Cloud: Understanding and Detecting Cloud Repository as a Malicious Service.",http://doi.acm.org/10.1145/2976749.2978349,ccs,2016
"Acing the IOC Game: Toward Automatic Discovery and Analysis of Open-Source Cyber Threat Intelligence.",http://doi.acm.org/10.1145/2976749.2978315,ccs,2016
"All Your DNS Records Point to Us: Understanding the Security Threats of Dangling DNS Records.",http://doi.acm.org/10.1145/2976749.2978387,ccs,2016
"MiddlePolice: Toward Enforcing Destination-Defined Policies in the Middle of the Internet.",http://doi.acm.org/10.1145/2976749.2978306,ccs,2016
"SmartWalk: Enhancing Social Network Security via Adaptive Random Walks.",http://doi.acm.org/10.1145/2976749.2978319,ccs,2016
"On Code Execution Tracking via Power Side-Channel.",http://doi.acm.org/10.1145/2976749.2978299,ccs,2016
"UniSan: Proactive Kernel Memory Initialization to Eliminate Data Leakages.",http://doi.acm.org/10.1145/2976749.2978366,ccs,2016
"Making Smart Contracts Smarter.",http://doi.acm.org/10.1145/2976749.2978309,ccs,2016
"A Secure Sharding Protocol For Open Blockchains.",http://doi.acm.org/10.1145/2976749.2978389,ccs,2016
"Stemming Downlink Leakage from Training Sequences in Multi-User MIMO Networks.",http://doi.acm.org/10.1145/2976749.2978412,ccs,2016
"The Honey Badger of BFT Protocols.",http://doi.acm.org/10.1145/2976749.2978399,ccs,2016
"GAME OF DECOYS: Optimal Decoy Routing Through Game Theory.",http://doi.acm.org/10.1145/2976749.2978367,ccs,2016
"CSPAutoGen: Black-box Enforcement of Content Security Policy upon Real-world Websites.",http://doi.acm.org/10.1145/2976749.2978384,ccs,2016
"PIPSEA: A Practical IPsec Gateway on Embedded APUs.",http://doi.acm.org/10.1145/2976749.2978329,ccs,2016
"The Shadow Nemesis: Inference Attacks on Efficiently Deployable, Efficiently Searchable Encryption.",http://doi.acm.org/10.1145/2976749.2978401,ccs,2016
"Heavy Hitter Estimation over Set-Valued Data with Local Differential Privacy.",http://doi.acm.org/10.1145/2976749.2978409,ccs,2016
"How I Learned to be Secure: a Census-Representative Survey of Security Advice Sources and Behavior.",http://doi.acm.org/10.1145/2976749.2978307,ccs,2016
"AUDACIOUS: User-Driven Access Control with Unmodified Operating Systems.",http://doi.acm.org/10.1145/2976749.2978344,ccs,2016
"POPE: Partial Order Preserving Encoding.",http://doi.acm.org/10.1145/2976749.2978345,ccs,2016
"Build It, Break It, Fix It: Contesting Secure Development.",http://doi.acm.org/10.1145/2976749.2978382,ccs,2016
"Over-The-Top Bypass: Study of a Recent Telephony Fraud.",http://doi.acm.org/10.1145/2976749.2978334,ccs,2016
"Efficient Cryptographic Password Hardening Services from Partially Oblivious Commitments.",http://doi.acm.org/10.1145/2976749.2978375,ccs,2016
"The Misuse of Android Unix Domain Sockets and Security Implications.",http://doi.acm.org/10.1145/2976749.2978297,ccs,2016
"Accessorize to a Crime: Real and Stealthy Attacks on State-of-the-Art Face Recognition.",http://doi.acm.org/10.1145/2976749.2978392,ccs,2016
"Safe Serializable Secure Scheduling: Transactions and the Trade-Off Between Security and Consistency.",http://doi.acm.org/10.1145/2976749.2978415,ccs,2016
"EpicRec: Towards Practical Differentially Private Framework for Personalized Recommendation.",http://doi.acm.org/10.1145/2976749.2978316,ccs,2016
"The Sounds of the Phones: Dangers of Zero-Effort Second Factor Login based on Ambient Audio.",http://doi.acm.org/10.1145/2976749.2978328,ccs,2016
"Using Reflexive Eye Movements for Fast Challenge-Response Authentication.",http://doi.acm.org/10.1145/2976749.2978311,ccs,2016
"Systematic Fuzzing and Testing of TLS Libraries.",http://doi.acm.org/10.1145/2976749.2978411,ccs,2016
"My Smartphone Knows What You Print: Exploring Smartphone-based Side-channel Attacks Against 3D Printers.",http://doi.acm.org/10.1145/2976749.2978300,ccs,2016
"TaintART: A Practical Multi-level Information-Flow Tracking System for Android RunTime.",http://doi.acm.org/10.1145/2976749.2978343,ccs,2016
"ProvUSB: Block-level Provenance-Based Data Protection for USB Storage Devices.",http://doi.acm.org/10.1145/2976749.2978398,ccs,2016
"New Security Threats Caused by IMS-based SMS Service in 4G LTE Networks.",http://doi.acm.org/10.1145/2976749.2978393,ccs,2016
"Draco: A System for Uniform and Fine-grained Access Control for Web Code on Android.",http://doi.acm.org/10.1145/2976749.2978322,ccs,2016
"Limiting the Impact of Stealthy Attacks on Industrial Control Systems.",http://doi.acm.org/10.1145/2976749.2978388,ccs,2016
"Drammer: Deterministic Rowhammer Attacks on Mobile Platforms.",http://doi.acm.org/10.1145/2976749.2978406,ccs,2016
"On the Security and Usability of Segment-based Visual Cryptographic Authentication Protocols.",http://doi.acm.org/10.1145/2976749.2978417,ccs,2016
"Call Me Back!: Attacks on System Server and System Apps in Android through Synchronous Callback.",http://doi.acm.org/10.1145/2976749.2978342,ccs,2016
"Targeted Online Password Guessing: An Underestimated Threat.",http://doi.acm.org/10.1145/2976749.2978339,ccs,2016
"CSP Is Dead, Long Live CSP! On the Insecurity of Whitelists and the Future of Content Security Policy.",http://doi.acm.org/10.1145/2976749.2978363,ccs,2016
"MEMS Gyroscopes as Physical Unclonable Functions.",http://doi.acm.org/10.1145/2976749.2978295,ccs,2016
"Twice the Bits, Twice the Trouble: Vulnerabilities Induced by Migrating to 64-Bit Platforms.",http://doi.acm.org/10.1145/2976749.2978403,ccs,2016
"Instant and Robust Authentication and Key Agreement among Mobile Devices.",http://doi.acm.org/10.1145/2976749.2978298,ccs,2016
"CREDAL: Towards Locating a Memory Corruption Vulnerability with Your Core Dump.",http://doi.acm.org/10.1145/2976749.2978340,ccs,2016
"High Fidelity Data Reduction for Big Data Security Dependency Analyses.",http://doi.acm.org/10.1145/2976749.2978378,ccs,2016
"An Empirical Study of Mnemonic Sentence-based Password Generation Strategies.",http://doi.acm.org/10.1145/2976749.2978346,ccs,2016
"Town Crier: An Authenticated Data Feed for Smart Contracts.",http://doi.acm.org/10.1145/2976749.2978326,ccs,2016
"Android ION Hazard: the Curse of Customizable Memory Management System.",http://doi.acm.org/10.1145/2976749.2978320,ccs,2016
"VoiceLive: A Phoneme Localization based Liveness Detection for Voice Authentication on Smartphones.",http://doi.acm.org/10.1145/2976749.2978296,ccs,2016
"Return-Oriented Flush-Reload Side Channels on ARM and Their Implications for Android Devices.",http://doi.acm.org/10.1145/2976749.2978360,ccs,2016
"Practical Anonymous Password Authentication and TLS with Anonymous Client Authentication.",http://doi.acm.org/10.1145/2976749.2978354,ccs,2016
"Identity-Concealed Authenticated Encryption and Key Exchange.",http://doi.acm.org/10.1145/2976749.2978350,ccs,2016
"Hypnoguard: Protecting Secrets across Sleep-wake Cycles.",http://doi.acm.org/10.1145/2976749.2978372,ccs,2016
"A Software Approach to Defeating Side Channels in Last-Level Caches.",http://doi.acm.org/10.1145/2976749.2978324,ccs,2016
"FeatureSmith: Automatically Engineering Features for Malware Detection by Mining the Security Literature.",http://doi.acm.org/10.1145/2976749.2978304,ccs,2016
"Practical Censorship Evasion Leveraging Content Delivery Networks.",http://doi.acm.org/10.1145/2976749.2978365,ccs,2016
"Causality-based Sensemaking of Network Traffic for Android Application Security.",http://doi.acm.org/10.1145/2996758.2996760,ccsaisec,2016
"Identifying Encrypted Malware Traffic with Contextual Flow Data.",http://doi.acm.org/10.1145/2996758.2996768,ccsaisec,2016
"DeepDGA: Adversarially-Tuned Domain Generation and Detection.",http://doi.acm.org/10.1145/2996758.2996767,ccsaisec,2016
"Prescience: Probabilistic Guidance on the Retraining Conundrum for Malware Detection.",http://doi.acm.org/10.1145/2996758.2996769,ccsaisec,2016
"Differentially Private Online Active Learning with Applications to Anomaly Detection.",http://doi.acm.org/10.1145/2996758.2996766,ccsaisec,2016
"Tracked Without a Trace: Linking Sessions of Users by Unsupervised Learning of Patterns in Their DNS Traffic.",http://doi.acm.org/10.1145/2996758.2996770,ccsaisec,2016
"SherLock vs Moriarty: A Smartphone Dataset for Cybersecurity Research.",http://doi.acm.org/10.1145/2996758.2996764,ccsaisec,2016
"Discriminative Models for Multi-instance Problems with Tree Structure.",http://doi.acm.org/10.1145/2996758.2996761,ccsaisec,2016
"Secure Kernel Machines against Evasion Attacks.",http://doi.acm.org/10.1145/2996758.2996771,ccsaisec,2016
"True Friends Let You Down: Benchmarking Social Graph Anonymization Schemes.",http://doi.acm.org/10.1145/2996758.2996765,ccsaisec,2016
"Change of Guard: The Next Generation of Social Graph De-anonymization Attacks.",http://doi.acm.org/10.1145/2996758.2996763,ccsaisec,2016
"A Dual Perturbation Approach for Differential Private ADMM-Based Distributed Empirical Risk Minimization.",http://doi.acm.org/10.1145/2996758.2996762,ccsaisec,2016
"On Demystifying the Android Application Framework: Re-Visiting Android Permission Specification Analysis.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/backes_android,uss,2016
"Privacy in Epigenetics: Temporal Linkability of MicroRNA Expression Profiles.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/backes_epigenetics,uss,2016
"Harvesting Inconsistent Security Configurations in Custom Android ROMs via Differential Analysis.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/aafer,uss,2016
"Post-quantum Key Exchange - A New Hope.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/alkim,uss,2016
"Verifying Constant-Time Implementations.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/almeida,uss,2016
"An In-Depth Analysis of Disassembly on Full-Scale x86/x64 Binaries.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/andriesse,uss,2016
"Defending against Malicious Peripherals with Cinch.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/angel,uss,2016
"Mirror: Enabling Proofs of Data Replication and Retrievability in the Cloud.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/armknecht,uss,2016
"DROWN: Breaking TLS Using SSLv2.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/aviram,uss,2016
"Optimized Invariant Representation of Network Traffic for Detecting Unseen Malware Variants.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/bartos,uss,2016
"Tracing Information Flows Between Ad Exchanges Using Retargeted Ads.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/bashir,uss,2016
"Egalitarian Computing.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/biryukov,uss,2016
"Off-Path TCP Exploits: Global Rate Limit Considered Dangerous.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/cao,uss,2016
"Hidden Voice Commands.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/carlini,uss,2016
"Specification Mining for Intrusion Detection in Networked Control Systems.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/caselli,uss,2016
"Fingerprinting Electronic Control Units for Vehicle Intrusion Detection.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/cho,uss,2016
"Sanctum: Minimal Hardware Extensions for Strong Software Isolation.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/costan,uss,2016
"Micro-Virtualization Memory Tracing to Detect and Prevent Spraying Attacks.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/stefano,uss,2016
"An Empirical Study of Textual Key-Fingerprint Representations.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/dechand,uss,2016
"Authenticated Network Time Synchronization.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/dowling,uss,2016
"The Ever-Changing Labyrinth: A Large-Scale Analysis of Wildcard DNS Powered Blackhat SEO.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/du,uss,2016
"Thoth: Comprehensive Policy Compliance in Data Retrieval Systems.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/elnikety,uss,2016
"Protecting Privacy of BLE Device Users.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/fawaz,uss,2016
"FlowFence: Practical Data Protection for Emerging IoT Application Frameworks.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/fernandes,uss,2016
"Lock It and Still Lose It - on the (In)Security of Automotive Remote Keyless Entry Systems.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/garcia,uss,2016
"Dancing on the Lip of the Volcano: Chosen Ciphertext Attacks on Apple iMessage.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/garman,uss,2016
"ZKBoo: Faster Zero-Knowledge for Boolean Circuits.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/giacomelli,uss,2016
"Request and Conquer: Exposing Cross-Origin Resource Size.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/goethem,uss,2016
"Undermining Information Hiding (and What to Do about It).",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/goktas,uss,2016
"You Are Who You Know and How You Behave: Attribute Inference Attacks via Users' Social Friends and Behaviors.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/gong,uss,2016
"k-fingerprinting: A Robust Scalable Website Fingerprinting Technique.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/hayes,uss,2016
"Automatically Detecting Error Handling Bugs Using Error Specifications.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/jana,uss,2016
"OblivP2P: An Oblivious Peer-to-Peer Content Sharing System.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/jia,uss,2016
"UNVEIL: A Large-Scale, Automated Approach to Detecting Ransomware.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/kharaz,uss,2016
"Trusted Browsers for Uncertain Times.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/kohlbrenner,uss,2016
"Enhancing Bitcoin Security and Performance with Strong Consistency via Collective Signing.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/kogias,uss,2016
"Measuring PUP Prevalence and PUP Distribution through Pay-Per-Install Services.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/kotzias,uss,2016
"Internet Jones and the Raiders of the Lost Trackers: An Archaeological Study of Web Tracking from 1996 to 2016.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/lerner,uss,2016
"You've Got Vulnerability: Exploring Effective Vulnerability Notifications.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/li,uss,2016
"ARMageddon: Cache Attacks on Mobile Devices.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/lipp,uss,2016
"What Cannot Be Read, Cannot Be Leveraged? Revisiting Assumptions of JIT-ROP Defenses.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/maisuradze,uss,2016
"Fast, Lean, and Accurate: Modeling Password Guessability Using Neural Networks.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/melicher,uss,2016
"Practical DIFC Enforcement on Android.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/nadkarni,uss,2016
"Website-Targeted False Content Injection by Network Operators.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/nakibly,uss,2016
"Towards Measuring and Mitigating Social Engineering Software Download Attacks.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/nelms,uss,2016
"Oblivious Multi-Party Machine Learning on Trusted Processors.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/ohrimenko,uss,2016
"Poking Holes in Information Hiding.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/oikonomopoulos,uss,2016
"DRAMA: Exploiting DRAM Addressing for Cross-CPU Attacks.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/pessl,uss,2016
"A Comprehensive Measurement Study of Domain Generating Malware.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/plohmann,uss,2016
"fTPM: A Software-Only Implementation of a TPM Chip.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/raj,uss,2016
"Secure, Precise, and Fast Floating-Point Operations on x86 Processors.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/rane,uss,2016
"Flip Feng Shui: Hammering a Needle in the Software Stack.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/razavi,uss,2016
"AuthLoop: End-to-End Cryptographic Authentication for Telephony over Voice Channels.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/reaves,uss,2016
"Faster Malicious 2-Party Secure Computation with Online/Offline Dual Execution.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/rindal,uss,2016
"Screen after Previous Screens: Spatial-Temporal Recreation of Android App Displays from Memory Images.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/saltaformaggio,uss,2016
"PIkit: A New Kernel-Independent Processor-Interconnect Rootkit.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/song,uss,2016
"Hey, You Have a Problem: On the Feasibility of Large-Scale Web Vulnerability Notification.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/stock,uss,2016
"Ariadne: A Minimal Approach to State Continuity.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/strackx,uss,2016
"The Million-Key Question - Investigating the Origins of RSA Public Keys.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/svenda,uss,2016
"Investigating Commercial Pay-Per-Install and the Distribution of Unwanted Software.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/thomas,uss,2016
"Making USB Great Again with USBFILTER.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/tian,uss,2016
"On Omitting Commits and Committing Omissions: Preventing Git Metadata Tampering That (Re)introduces Software Vulnerabilities.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/torres-arias,uss,2016
"Stealing Machine Learning Models via Prediction APIs.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/tramer,uss,2016
"Predicting, Decrypting, and Abusing WPA2/802.11 Group Keys.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/vanhoef,uss,2016
"überSpark: Enforcing Verifiable Object Abstractions for Automated Compositional Security Analysis of a Hypervisor.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/vasudevan,uss,2016
